time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
0.0109999,3.5732,-3.33296,2.3412,3.57047,-3.33016,2.35334,3.57047,-3.33016,2.35334,3.57047,-3.33016,2.35334,0.00392161,0.012137,0.003922,0.012137,0.00392161,0.012137
0.053,3.57321,-3.33296,2.3413,3.57036,-3.33005,2.35379,3.57036,-3.33005,2.35379,3.57036,-3.33005,2.35379,0.00406713,0.012495,0.00406766,0.012495,0.00406713,0.012495
0.062,3.57326,-3.33291,2.3411,3.56754,-3.32722,2.36616,3.56754,-3.32722,2.36616,3.56754,-3.32722,2.36616,0.00805876,0.025061,0.00806335,0.025061,0.00805877,0.025061
0.109,3.57327,-3.3329,2.3411,3.56744,-3.32712,2.36662,3.56744,-3.32712,2.36662,3.56744,-3.32712,2.36662,0.00821356,0.025519,0.00821846,0.025519,0.00821356,0.025519
0.123,3.57328,-3.3329,2.3411,3.56548,-3.32521,2.37509,3.56548,-3.32521,2.37509,3.56548,-3.32521,2.37509,0.0109509,0.033992,0.0109617,0.033992,0.0109509,0.033992
0.154,3.57325,-3.33288,2.3407,3.565,-3.32475,2.37715,3.565,-3.32474,2.37715,3.565,-3.32475,2.37715,0.0115717,0.036453,0.0115842,0.036453,0.0115717,0.036453
0.164,3.57325,-3.33288,2.3408,3.56298,-3.32281,2.38589,3.56296,-3.3228,2.38589,3.56298,-3.32281,2.38589,0.0143773,0.045086,0.014397,0.045086,0.0143773,0.045086
0.205,3.57329,-3.3329,2.3408,3.56174,-3.32165,2.39118,3.56172,-3.32163,2.39118,3.56174,-3.32165,2.39118,0.0161247,0.050376,0.0161496,0.050376,0.0161248,0.050376
0.225,3.5733,-3.33291,2.3408,3.55996,-3.31999,2.39874,3.55993,-3.31997,2.39874,3.55996,-3.31999,2.39874,0.0185678,0.05794,0.0186005,0.05794,0.0185679,0.05794
0.256,3.57327,-3.3329,2.3419,3.55778,-3.318,2.4079,3.55775,-3.31797,2.4079,3.55778,-3.318,2.4079,0.0214875,0.066,0.0215307,0.066,0.0214876,0.066
0.291,3.57324,-3.33282,2.3436,3.55762,-3.31785,2.40859,3.55759,-3.31782,2.40859,3.55762,-3.31785,2.40859,0.021633,0.064987,0.0216771,0.064987,0.0216332,0.064987
0.308,3.57264,-3.3321,2.3534,3.55553,-3.31598,2.41729,3.55549,-3.31595,2.41729,3.55553,-3.31598,2.41729,0.0235032,0.063889,0.023559,0.063889,0.0235034,0.063889
0.338,3.57105,-3.3305,2.3666,3.55272,-3.3135,2.42888,3.55266,-3.31345,2.42888,3.55272,-3.3135,2.42888,0.0250035,0.062278,0.0250764,0.062278,0.0250038,0.062278
0.389,3.57075,-3.33014,2.3694,3.55166,-3.31259,2.43315,3.5516,-3.31253,2.43315,3.55166,-3.31259,2.43315,0.02593,0.063752,0.0260107,0.063752,0.0259303,0.063752
0.41,3.56942,-3.32858,2.383,3.54931,-3.31058,2.44256,3.54924,-3.31051,2.44256,3.54931,-3.31058,2.44256,0.0269938,0.05956,0.0270921,0.05956,0.0269943,0.05956
0.451,3.56806,-3.3274,2.3956,3.54672,-3.3084,2.45271,3.54663,-3.30833,2.45271,3.54672,-3.3084,2.45271,0.0285711,0.057108,0.0286907,0.057108,0.0285717,0.057108
0.49,3.56705,-3.32662,2.4061,3.54416,-3.3063,2.46261,3.54406,-3.30621,2.46261,3.54416,-3.3063,2.46261,0.0306018,0.056508,0.0307447,0.056508,0.0306025,0.056508
0.552,3.5658,-3.32533,2.4152,3.54113,-3.30387,2.47412,3.541,-3.30375,2.47412,3.54113,-3.30387,2.47412,0.0326996,0.058924,0.0328744,0.058924,0.0327006,0.058924
0.604,3.56355,-3.32299,2.4271,3.5397,-3.30275,2.47948,3.53956,-3.30262,2.47948,3.5397,-3.30275,2.47948,0.0312795,0.052384,0.0314705,0.052384,0.0312807,0.052384
0.624,3.5631,-3.32253,2.4296,3.53736,-3.30093,2.4882,3.5372,-3.30079,2.4882,3.53736,-3.30093,2.4882,0.0335989,0.058598,0.0338166,0.058598,0.0336003,0.058598
0.706,3.56006,-3.3193,2.4447,3.53402,-3.29839,2.50043,3.53382,-3.29823,2.50043,3.53402,-3.29839,2.50043,0.0333884,0.055735,0.0336468,0.055735,0.0333902,0.055735
0.716,3.55971,-3.31887,2.4468,3.53281,-3.29748,2.50482,3.53259,-3.29731,2.50482,3.5328,-3.29748,2.50482,0.0343699,0.058024,0.0346436,0.058024,0.0343717,0.058024
0.747,3.55766,-3.31728,2.4502,3.53077,-3.29598,2.5121,3.53054,-3.29579,2.5121,3.53077,-3.29598,2.5121,0.0343022,0.061897,0.034602,0.061897,0.0343043,0.061897
0.777,3.55705,-3.31698,2.45,3.52843,-3.29429,2.52038,3.52817,-3.29408,2.52038,3.52843,-3.29429,2.52038,0.0365204,0.070377,0.0368509,0.070377,0.0365228,0.070377
0.808,3.55504,-3.31616,2.4449,3.52784,-3.29387,2.52245,3.52758,-3.29365,2.52245,3.52784,-3.29387,2.52245,0.0351691,0.077547,0.0355076,0.077547,0.0351714,0.077547
