3.197 16 2.148 0.025 2.06218 0.0433224
4.932 16 2.033 0.024 1.94869 0.0359472
6.128 16 1.946 0.04 1.86561 0.0389775
7.823 16 1.826 0.043 1.75117 0.0392958
8.003 16 1.826 0.043 1.74019 0.0400429
8.154 16 1.826 0.043 1.72891 0.0419621
8.384 16 1.782 0.058 1.71283 0.0407677
9.54 16 1.71 0.039 1.63493 0.027639
9.998 16 1.677 -0.031 1.60447 -0.0290505
10.459 16 1.645 -0.014 1.57167 -0.035948
11.145 16 1.597 -0.05 1.52467 -0.0874412
11.83 16 1.512 -0.228 1.48519 -0.252393
11.83 11 2.876 0.301 5.28801 -1.28471
12.059 16 1.472 -0.281 1.46826 -0.318737
12.059 11 2.897 0.256 5.28281 -1.35145
12.29 16 1.435 -0.344 1.45204 -0.375914
12.29 11 2.912 0.196 5.27911 -1.40811
12.523 11 2.922 0.164 5.27719 -1.43789
13.22 11 2.871 0.168 5.27109 -1.44757
13.456 11 2.866 0.17 5.26901 -1.45053
13.692 11 2.841 0.173 5.26689 -1.45192
13.928 11 2.819 0.174 5.26484 -1.45885
14.399 16 1.256 -0.447 1.3226 -0.444905
14.399 11 2.8 0.177 5.26143 -1.46201
14.87 11 2.76 0.177 5.25849 -1.46066
15.34 11 2.729 0.178 5.25502 -1.46883
16.048 11 2.683 0.18 5.25071 -1.47714
16.52 11 2.673 0.175 5.24836 -1.48271
16.752 11 2.642 0.184 5.24728 -1.48446
16.984 11 2.557 0.276 5.24586 -1.40939
17.216 11 2.56 0.269 5.24437 -1.4003
17.448 11 2.552 0.272 5.24216 -1.40465
17.681 11 2.53 0.272 5.24003 -1.40531
17.912 11 2.513 0.293 5.23816 -1.36875
18.14 11 2.43 0.373 5.23545 -1.29286
18.603 11 2.411 0.415 5.23309 -1.25043
18.834 11 2.372 0.417 5.22958 -1.25678
23.703 14 3.69 -0.224 3.64527 -0.239372
24.21 14 3.738 -0.107 3.63036 -0.109819
24.714 14 3.738 0.035 3.61983 0.0314689
26.825 13 2.926 -0.001 2.83979 -0.00520778
27.062 12 3.838 -0.309 3.9101 -0.294212
27.301 13 2.912 0.082 2.83179 0.0733092
27.541 12 3.89 -0.241 3.9038 -0.237155
27.541 13 2.909 0.091 2.82698 0.0954813
28.747 17 5.062 0.069 2.28514 1.97264
28.99 12 3.838 -0.234 3.85657 -0.225216
28.99 17 5.062 0.065 2.28834 1.97993
28.99 13 2.855 0.108 2.77847 0.112018
29.235 12 3.801 -0.238 3.84819 -0.229837
29.235 6 8.21 -0.19 8.18399 -0.183182
29.235 17 5.062 0.066 2.29171 1.9793
29.235 13 2.841 0.101 2.76989 0.108237
29.477 17 5.062 0.064 2.29452 1.97995
29.719 12 3.812 -0.242 3.83256 -0.232753
29.72 17 5.062 0.064 2.29825 1.98367
29.72 13 2.837 0.101 2.75398 0.106916
30.203 12 3.793 -0.241 3.8158 -0.232778
30.204 17 5.035 0.066 2.30496 1.9917
30.204 13 2.82 0.103 2.73675 0.108578
30.445 12 3.78 -0.24 3.80915 -0.232095
30.445 17 5.062 0.067 2.30716 1.99591
30.445 13 2.8 0.114 2.72969 0.109883
30.687 12 3.78 -0.239 3.80078 -0.232978
30.688 17 5.062 0.074 2.31034 1.99894
30.688 13 2.802 0.105 2.72074 0.109435
30.929 12 3.787 -0.234 3.79191 -0.23478
30.93 17 5.018 0.069 2.31389 2.00169
30.93 13 2.795 0.115 2.71182 0.108923
31.172 12 3.747 -0.237 3.78506 -0.233993
31.172 17 5.018 0.071 2.3169 2.00564
31.172 13 2.779 0.106 2.70484 0.110432
31.415 12 3.738 -0.239 3.77684 -0.234162
31.415 17 4.974 0.072 2.32032 2.00939
31.415 13 2.774 0.108 2.69638 0.111111
31.656 12 3.743 -0.237 3.76831 -0.235765
31.657 17 4.974 0.077 2.32388 2.01187
32.381 12 3.719 -0.245 3.74503 -0.235083
32.381 8 7.1 0.042 6.97507 0.0497019
32.381 13 2.735 0.11 2.66375 0.113548
32.623 12 3.735 -0.242 3.73578 -0.23636
32.623 6 8.13 -0.186 8.07026 -0.184849
32.623 17 4.974 0.064 2.33778 2.02672
32.623 13 2.729 0.108 2.65407 0.113211
32.869 12 3.703 -0.241 3.72853 -0.238387
32.869 6 8.13 -0.189 8.06293 -0.1866
32.869 8 7.1 0.04 6.95797 0.047649
32.869 17 4.974 0.069 2.34119 2.02794
32.869 13 2.72 0.11 2.6467 0.111984
33.111 12 3.69 -0.242 3.72166 -0.237753
33.111 17 4.938 0.071 2.34398 2.03196
33.111 13 2.714 0.11 2.63953 0.113326
33.352 12 3.643 -0.244 3.71314 -0.241965
33.352 17 4.939 0.07 2.34802 2.03156
33.352 13 2.697 0.103 2.63087 0.110062
34.074 12 3.643 -0.248 3.66474 -0.247786
34.074 6 8.13 -0.191 7.99835 -0.193146
34.075 17 4.888 0.069 2.37018 2.04817
34.317 12 3.633 -0.25 3.64878 -0.248484
34.317 6 8.13 -0.194 7.98222 -0.193192
34.317 17 4.881 0.069 2.37808 2.05451
34.558 12 3.605 -0.249 3.63468 -0.248456
34.559 17 4.846 0.073 2.38465 2.0611
34.559 13 2.625 0.111 2.55031 0.112331
34.806 17 4.805 0.077 2.39357 2.05276
36.786 17 4.655 -0.104 2.43599 1.92229
40.573 14 3.033 0.187 3.00311 0.178342
41.273 14 3.005 0.161 2.95626 0.144106
41.736 14 3.002 0.124 2.92502 0.111823
42.429 14 2.971 0.074 2.87727 0.066157
42.659 14 2.945 0.032 2.86199 0.015315
42.889 14 2.933 -0.031 2.84824 -0.0407419
43.342 14 2.883 -0.123 2.81883 -0.132202
43.8 14 2.834 -0.171 2.78698 -0.176517
44.029 14 2.827 -0.166 2.7732 -0.170539
44.492 14 2.8 -0.169 2.74091 -0.178442
45.424 14 2.714 -0.168 2.6781 -0.189603
45.672 14 2.722 -0.172 2.66299 -0.186268
45.943 14 2.695 -0.171 2.64479 -0.187977
46.199 14 2.673 -0.166 2.62864 -0.183891
46.432 14 2.673 -0.17 2.61526 -0.184623
49.693 14 2.513 0.054 2.40191 0.0622234
49.985 10 6.034 -0.143 5.96684 -0.144049
51.713 14 2.376 0.088 2.28785 0.0900652
52.187 14 2.356 0.095 2.2552 0.0978071
53.136 10 5.908 -0.127 5.77762 -0.126932
53.859 10 5.908 -0.119 5.76824 -0.122491
53.86 14 2.255 0.107 2.18305 0.0986418
54.102 10 5.787 -0.119 5.76859 -0.122104
54.102 14 2.258 0.107 2.18336 0.0989718
54.343 10 5.787 -0.114 5.76856 -0.122209
54.343 14 2.255 0.107 2.18333 0.0988639
54.583 14 2.246 0.107 2.18339 0.098915
55.06 10 5.787 -0.085 5.74294 -0.088268
55.06 14 2.223 0.139 2.15763 0.134515
55.299 14 2.202 0.151 2.14288 0.141852
56.254 14 2.128 0.182 2.075 0.185642
56.762 10 5.671 -0.052 5.62347 -0.0625448
56.762 14 2.097 0.177 2.03961 0.171025
58 14 2.001 0.2 1.95147 0.195464
58.48 14 1.957 0.219 1.91815 0.208403
58.977 10 5.559 -0.046 5.46419 -0.0562243
58.978 14 1.932 0.204 1.88327 0.194589
59.975 14 1.864 0.207 1.81348 0.213298
60.223 14 1.825 0.239 1.79621 0.221414
60.463 10 5.452 -0.034 5.35744 -0.0286397
60.7 10 5.452 -0.041 5.34073 -0.038338
60.7 14 1.799 0.219 1.76251 0.2279
61.412 10 5.41 -0.037 5.28882 -0.032629
61.412 14 1.747 0.23 1.71136 0.240022
61.653 14 1.729 0.235 1.69669 0.235314
63.106 10 5.25 -0.031 5.16835 -0.0340117
63.106 14 1.632 0.261 1.59481 0.257746
63.341 10 5.25 -0.036 5.15048 -0.0328236
63.577 14 1.595 0.263 1.56092 0.26783
64.049 14 1.556 0.273 1.52961 0.283776
65.231 10 5.154 -0.009 5.01587 -0.00964644
65.468 10 5.154 -0.016 4.99875 -0.0110549
65.469 14 1.44 0.312 1.43138 0.312109
65.707 14 1.415 0.313 1.41516 0.31073
66.184 10 5.062 -0.02 4.94878 -0.0233864
66.655 14 1.38 0.338 1.37386 0.321576
67.372 10 4.982 -0.009 4.88859 -0.00571658
67.372 14 1.337 0.319 1.32611 0.34193
67.608 10 4.974 -0.022 4.87095 -0.0225699
67.608 14 1.302 0.346 1.30995 0.330281
68.34 10 4.927 0.002 4.81904 0.00891692
68.341 14 1.266 0.341 1.26065 0.374928
