# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Measurement Data Fomat:
# Time [s]    Subject #    range [m]    bearing [rad] 
1248272275.557 	  25 	  4.164 	 -0.262 
1248272275.557 	  70 	  4.961 	  0.378 
1248272275.798 	   9 	  2.717 	 -0.158 
1248272275.798 	  70 	  4.961 	  0.394 
1248272276.034 	  25 	  4.179 	 -0.244 
1248272276.035 	  61 	  4.714 	  0.142 
1248272276.273 	  25 	  4.164 	 -0.240 
1248272276.273 	  54 	  6.720 	  0.254 
1248272276.748 	  41 	  5.540 	 -0.034 
1248272276.748 	  70 	  4.876 	  0.402 
1248272276.986 	  41 	  5.540 	 -0.042 
1248272276.986 	  70 	  4.841 	  0.400 
1248272277.226 	   9 	  2.619 	 -0.161 
1248272277.226 	  70 	  4.834 	  0.401 
1248272277.464 	  41 	  5.434 	 -0.039 
1248272277.464 	  70 	  4.831 	  0.403 
1248272277.941 	   9 	  2.566 	 -0.170 
1248272277.941 	  70 	  4.794 	  0.408 
1248272278.179 	  70 	  4.781 	  0.409 
1248272278.330 	  72 	  8.293 	  0.065 
1248272278.330 	  70 	  4.781 	  0.409 
1248272278.481 	  72 	  8.293 	  0.065 
1248272278.481 	  70 	  4.781 	  0.409 
1248272278.718 	   9 	  2.527 	 -0.101 
1248272278.957 	  72 	  8.293 	  0.149 
1248272278.957 	  70 	  4.492 	  0.500 
1248272279.196 	  41 	  5.234 	  0.039 
1248272279.196 	  61 	  4.422 	  0.240 
1248272279.434 	   9 	  2.484 	 -0.080 
1248272279.435 	  70 	  4.492 	  0.501 
1248272279.672 	  41 	  5.140 	  0.042 
1248272279.909 	   9 	  2.447 	 -0.079 
1248272279.909 	  70 	  4.492 	  0.497 
1248272280.381 	  41 	  5.049 	  0.114 
1248272280.381 	  54 	  6.009 	  0.432 
1248272280.620 	  54 	  6.139 	  0.437 
1248272280.869 	  25 	  3.941 	 -0.082 
1248272280.869 	   9 	  2.399 	  0.004 
1248272280.870 	  41 	  4.961 	  0.119 
1248272280.870 	  61 	  4.195 	  0.333 
1248272281.354 	  25 	  3.940 	 -0.084 
1248272281.354 	   9 	  2.387 	  0.006 
1248272281.354 	  41 	  4.961 	  0.120 
1248272281.354 	  61 	  4.180 	  0.338 
1248272281.354 	  54 	  6.009 	  0.437 
1248272281.595 	  25 	  3.935 	 -0.091 
1248272281.595 	   9 	  2.362 	  0.005 
1248272281.595 	  41 	  4.939 	  0.121 
1248272281.596 	  61 	  4.195 	  0.329 
1248272281.596 	  54 	  6.009 	  0.437 
1248272281.838 	  25 	  3.935 	 -0.078 
1248272281.838 	   9 	  2.349 	  0.009 
1248272281.838 	  41 	  4.904 	  0.123 
1248272281.838 	  72 	  7.834 	  0.241 
1248272281.838 	  61 	  4.160 	  0.342 
1248272281.990 	  25 	  3.935 	 -0.078 
1248272281.990 	   9 	  2.349 	  0.009 
1248272281.990 	  41 	  4.904 	  0.123 
1248272281.990 	  72 	  7.834 	  0.241 
1248272281.990 	  61 	  4.160 	  0.342 
1248272282.144 	  25 	  3.935 	 -0.078 
1248272282.144 	   9 	  2.349 	  0.009 
1248272282.144 	  41 	  4.904 	  0.123 
1248272282.144 	  72 	  7.834 	  0.241 
1248272282.144 	  61 	  4.160 	  0.342 
1248272282.383 	  25 	  3.935 	  0.006 
1248272282.383 	   9 	  2.318 	  0.080 
1248272282.384 	  61 	  3.990 	  0.420 
1248272282.880 	  25 	  3.885 	  0.009 
1248272282.880 	   9 	  2.285 	  0.095 
1248272282.880 	  41 	  4.714 	  0.207 
1248272282.881 	  72 	  7.692 	  0.330 
1248272282.881 	  61 	  3.939 	  0.430 
1248272283.122 	  25 	  3.881 	  0.011 
1248272283.122 	   9 	  2.270 	  0.097 
1248272283.122 	  41 	  4.714 	  0.209 
1248272283.122 	  72 	  7.623 	  0.331 
1248272283.122 	  27 	  7.623 	  0.417 
1248272283.122 	  61 	  3.935 	  0.433 
1248272283.365 	  25 	  3.829 	  0.009 
1248272283.365 	   9 	  2.243 	  0.098 
1248272283.365 	  41 	  4.714 	  0.209 
1248272283.365 	  72 	  7.623 	  0.333 
1248272283.365 	  27 	  7.424 	  0.416 
1248272283.365 	  61 	  3.902 	  0.435 
1248272283.847 	  25 	  3.779 	  0.010 
1248272283.847 	   9 	  2.220 	  0.082 
1248272284.081 	   9 	  2.178 	  0.162 
1248272284.082 	  72 	  7.424 	  0.410 
1248272284.082 	  61 	  3.729 	  0.509 
1248272284.323 	  25 	  3.779 	  0.097 
1248272284.324 	   9 	  2.152 	  0.189 
1248272284.324 	  41 	  4.422 	  0.292 
1248272284.324 	  72 	  7.234 	  0.420 
1248272284.324 	  27 	  7.234 	  0.507 
1248272284.566 	  25 	  3.759 	  0.097 
1248272284.566 	   9 	  2.130 	  0.190 
1248272284.566 	  41 	  4.422 	  0.292 
1248272284.567 	  72 	  7.271 	  0.420 
1248272284.567 	  27 	  7.234 	  0.511 
1248272284.809 	  72 	  7.234 	  0.417 
1248272284.809 	  27 	  7.143 	  0.509 
1248272285.049 	   9 	  2.109 	  0.194 
1248272285.049 	  72 	  7.424 	  0.422 
1248272285.289 	  41 	  4.355 	  0.293 
1248272285.289 	  27 	  7.234 	  0.512 
1248272285.523 	   9 	  2.062 	  0.216 
1248272285.523 	  72 	  7.143 	  0.459 
1248272285.762 	  41 	  4.164 	  0.381 
1248272286.241 	  41 	  4.104 	  0.391 
1248272286.482 	  41 	  4.104 	  0.386 
1248272286.724 	  25 	  3.551 	  0.200 
1248272286.724 	  41 	  4.046 	  0.394 
1248272286.965 	  41 	  4.046 	  0.390 
1248272287.207 	   9 	  1.909 	  0.308 
1248272287.207 	  41 	  3.990 	  0.395 
1248272287.444 	   9 	  1.895 	  0.311 
1248272287.685 	   9 	  1.814 	  0.393 
1248272287.685 	  41 	  3.787 	  0.477 
1248272287.928 	   9 	  1.794 	  0.400 
1248272287.928 	  41 	  3.737 	  0.484 
1248272288.409 	  41 	  3.693 	  0.490 
1248272288.651 	  41 	  3.635 	  0.496 
1248272288.894 	  41 	  3.594 	  0.500 
1248272289.133 	  25 	  3.314 	  0.302 
1248272289.133 	  41 	  3.567 	  0.505 
1248272289.374 	   9 	  1.643 	  0.500 
1248272289.615 	   9 	  1.616 	  0.501 
1248272289.856 	   9 	  1.598 	  0.503 
1248272290.099 	   9 	  1.590 	  0.505 
1248272290.378 	   9 	  1.583 	  0.509 
1248272290.619 	   9 	  1.564 	  0.511 
1248272290.865 	  25 	  2.975 	  0.477 
1248272291.106 	  25 	  2.959 	  0.480 
1248272291.348 	  25 	  2.940 	  0.484 
1248272291.589 	  25 	  2.927 	  0.490 
1248272291.854 	  25 	  2.910 	  0.489 
1248272292.097 	  25 	  2.883 	  0.494 
1248272292.332 	  16 	  2.218 	 -0.559 
1248272292.572 	  16 	  2.223 	 -0.541 
1248272293.054 	  16 	  2.208 	 -0.545 
1248272293.296 	  16 	  2.184 	 -0.546 
1248272293.536 	  16 	  2.164 	 -0.549 
1248272293.773 	  16 	  2.202 	 -0.508 
1248272294.013 	  16 	  2.250 	 -0.481 
1248272294.255 	  16 	  2.229 	 -0.471 
1248272294.496 	  16 	  2.212 	 -0.465 
1248272294.737 	  16 	  2.190 	 -0.477 
1248272294.976 	  16 	  2.195 	 -0.464 
1248272295.216 	  16 	  2.159 	 -0.487 
1248272295.457 	  16 	  2.229 	 -0.409 
1248272295.698 	  16 	  2.205 	 -0.402 
1248272295.940 	  16 	  2.206 	 -0.398 
1248272296.422 	  16 	  2.172 	 -0.405 
1248272296.664 	  16 	  2.130 	 -0.413 
1248272296.907 	  16 	  2.124 	 -0.413 
1248272297.159 	  16 	  2.165 	 -0.357 
1248272297.418 	  16 	  2.163 	 -0.333 
1248272297.689 	  16 	  2.140 	 -0.334 
1248272297.937 	  16 	  2.138 	 -0.334 
1248272298.181 	  16 	  2.113 	 -0.340 
1248272298.424 	  16 	  2.099 	 -0.339 
1248272298.665 	  16 	  2.130 	 -0.265 
1248272298.907 	  16 	  2.121 	 -0.262 
1248272299.147 	  16 	  2.109 	 -0.261 
1248272299.388 	  16 	  2.103 	 -0.259 
1248272299.868 	  16 	  2.107 	 -0.244 
1248272300.111 	  16 	  2.029 	 -0.268 
1248272300.349 	  16 	  2.045 	 -0.208 
1248272300.591 	  16 	  2.040 	 -0.185 
1248272300.836 	  23 	  1.721 	 -0.561 
1248272300.836 	  16 	  2.039 	 -0.184 
1248272301.082 	  23 	  1.706 	 -0.564 
1248272301.082 	  16 	  2.014 	 -0.186 
1248272301.325 	  16 	  2.022 	 -0.189 
1248272301.570 	  16 	  2.005 	 -0.190 
1248272301.810 	  23 	  1.741 	 -0.554 
1248272301.810 	  16 	  1.988 	 -0.166 
1248272302.056 	  16 	  1.985 	 -0.132 
1248272302.301 	  23 	  1.787 	 -0.503 
1248272302.301 	  16 	  1.974 	 -0.110 
1248272302.547 	  23 	  1.785 	 -0.507 
1248272302.547 	  16 	  1.965 	 -0.114 
1248272302.798 	  16 	  1.989 	 -0.090 
1248272303.053 	  16 	  1.938 	 -0.112 
1248272303.562 	  16 	  1.904 	 -0.110 
1248272303.810 	  23 	  1.817 	 -0.509 
1248272303.810 	  16 	  1.912 	 -0.113 
1248272304.051 	  23 	  1.860 	 -0.443 
1248272304.051 	  16 	  1.886 	 -0.054 
1248272304.295 	  23 	  1.886 	 -0.417 
1248272304.296 	  16 	  1.880 	 -0.026 
1248272304.538 	  23 	  1.896 	 -0.416 
1248272304.538 	  16 	  1.879 	 -0.024 
1248272304.782 	  23 	  1.897 	 -0.412 
1248272304.782 	  16 	  1.855 	 -0.023 
1248272305.027 	  23 	  1.895 	 -0.411 
1248272305.027 	  16 	  1.834 	 -0.022 
1248272305.271 	  23 	  1.898 	 -0.409 
1248272305.272 	  16 	  1.823 	 -0.021 
1248272305.516 	  23 	  1.899 	 -0.410 
1248272305.516 	  16 	  1.812 	 -0.023 
1248272305.761 	  23 	  1.901 	 -0.411 
1248272305.761 	  16 	  1.800 	 -0.024 
1248272306.004 	  23 	  1.960 	 -0.336 
1248272306.004 	  16 	  1.786 	  0.044 
1248272306.248 	  23 	  1.965 	 -0.326 
1248272306.248 	  16 	  1.774 	  0.052 
1248272306.543 	  16 	  1.759 	  0.059 
1248272306.785 	  16 	  1.740 	  0.060 
1248272307.022 	  16 	  1.726 	  0.060 
1248272307.259 	  16 	  1.724 	  0.015 
1248272307.497 	  16 	  1.715 	 -0.017 
1248272307.734 	  23 	  1.915 	 -0.427 
1248272307.734 	  16 	  1.694 	 -0.063 
1248272307.971 	  16 	  1.689 	 -0.109 
1248272308.221 	  23 	  1.830 	 -0.524 
1248272308.221 	  16 	  1.662 	 -0.167 
1248272308.603 	  16 	  1.635 	 -0.220 
1248272308.927 	  16 	  1.594 	 -0.278 
1248272309.244 	  16 	  1.620 	 -0.283 
1248272309.625 	  16 	  1.567 	 -0.313 
1248272309.873 	  16 	  1.571 	 -0.314 
1248272310.117 	  16 	  1.566 	 -0.314 
1248272310.362 	  16 	  1.568 	 -0.314 
1248272310.607 	  16 	  1.570 	 -0.311 
1248272310.852 	  16 	  1.569 	 -0.305 
1248272311.098 	  16 	  1.557 	 -0.312 
1248272311.347 	  16 	  1.547 	 -0.312 
1248272311.598 	  16 	  1.541 	 -0.315 
1248272311.858 	  16 	  1.539 	 -0.318 
1248272312.094 	  16 	  1.529 	 -0.322 
1248272312.363 	  16 	  1.515 	 -0.318 
1248272312.616 	  16 	  1.509 	 -0.324 
1248272312.873 	  16 	  1.503 	 -0.318 
1248272313.143 	  16 	  1.501 	 -0.314 
1248272313.451 	  16 	  1.489 	 -0.326 
1248272313.688 	  16 	  1.497 	 -0.271 
1248272313.931 	  16 	  1.525 	 -0.192 
1248272314.165 	  16 	  1.562 	 -0.037 
1248272314.397 	  16 	  1.553 	  0.080 
1248272314.630 	  16 	  1.525 	  0.203 
1248272314.867 	  16 	  1.467 	  0.346 
1248272315.105 	  16 	  1.469 	  0.353 
1248272315.341 	  23 	  2.251 	  0.171 
1248272315.342 	  16 	  1.475 	  0.352 
1248272315.583 	  16 	  1.481 	  0.334 
1248272315.847 	  23 	  2.271 	  0.143 
1248272315.847 	  16 	  1.492 	  0.313 
1248272316.086 	  23 	  2.281 	  0.148 
1248272316.086 	  16 	  1.489 	  0.307 
1248272316.332 	  16 	  1.461 	  0.369 
1248272316.574 	  16 	  1.485 	  0.334 
1248272316.818 	  16 	  1.522 	  0.247 
1248272317.059 	  16 	  1.542 	  0.120 
1248272317.305 	  16 	  1.564 	 -0.031 
1248272317.553 	  16 	  1.547 	 -0.147 
1248272317.842 	  23 	  2.130 	 -0.395 
