# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Measurement Data Fomat:
# Time [s]    Subject #    range [m]    bearing [rad] 
1248272277.247 	  18 	  6.877 	 -0.137 
1248272277.247 	  63 	  6.712 	  0.207 
1248272277.492 	  18 	  6.712 	 -0.217 
1248272277.492 	  25 	  1.471 	  0.272 
1248272277.730 	  14 	  5.028 	 -0.305 
1248272277.730 	   9 	  2.706 	 -0.192 
1248272277.730 	  90 	  5.214 	 -0.058 
1248272277.730 	  63 	  6.712 	  0.134 
1248272277.730 	  25 	  1.448 	  0.271 
1248272277.966 	  14 	  5.028 	 -0.300 
1248272277.966 	   9 	  2.691 	 -0.188 
1248272277.966 	  90 	  5.312 	 -0.048 
1248272277.966 	  23 	  4.401 	  0.079 
1248272277.966 	  25 	  1.421 	  0.289 
1248272277.966 	  16 	  4.269 	  0.340 
1248272278.204 	  14 	  4.939 	 -0.302 
1248272278.204 	  18 	  6.712 	 -0.214 
1248272278.204 	   9 	  2.664 	 -0.189 
1248272278.204 	  90 	  5.214 	 -0.055 
1248272278.205 	  23 	  4.342 	  0.080 
1248272278.205 	  63 	  6.612 	  0.139 
1248272278.205 	   7 	  8.074 	  0.258 
1248272278.205 	  25 	  1.411 	  0.295 
1248272278.442 	  14 	  4.939 	 -0.302 
1248272278.443 	   9 	  2.653 	 -0.191 
1248272278.443 	  90 	  5.214 	 -0.055 
1248272278.443 	  23 	  4.334 	  0.085 
1248272278.443 	  63 	  6.632 	  0.140 
1248272278.443 	  25 	  1.392 	  0.297 
1248272278.681 	  14 	  4.854 	 -0.303 
1248272278.681 	  18 	  6.554 	 -0.217 
1248272278.681 	   9 	  2.625 	 -0.191 
1248272278.681 	  90 	  5.214 	 -0.053 
1248272278.681 	  23 	  4.334 	  0.088 
1248272278.681 	  63 	  6.585 	  0.140 
1248272278.682 	  25 	  1.374 	  0.303 
1248272278.920 	  14 	  4.939 	 -0.301 
1248272278.921 	   9 	  2.619 	 -0.193 
1248272278.921 	  90 	  5.132 	 -0.052 
1248272278.921 	  23 	  4.269 	  0.095 
1248272278.921 	  25 	  1.353 	  0.308 
1248272279.395 	  14 	  4.834 	 -0.307 
1248272279.395 	   9 	  2.595 	 -0.196 
1248272279.395 	  90 	  5.128 	 -0.055 
1248272279.395 	  23 	  4.269 	  0.098 
1248272279.395 	  63 	  6.554 	  0.146 
1248272279.395 	  25 	  1.333 	  0.311 
1248272279.632 	  14 	  4.772 	 -0.309 
1248272279.632 	  18 	  6.554 	 -0.221 
1248272279.632 	   9 	  2.561 	 -0.199 
1248272279.632 	  90 	  5.119 	 -0.057 
1248272279.632 	  45 	  8.316 	  0.070 
1248272279.632 	  23 	  4.269 	  0.098 
1248272279.632 	  25 	  1.314 	  0.315 
1248272279.870 	  14 	  4.746 	 -0.309 
1248272279.871 	   9 	  2.562 	 -0.201 
1248272279.871 	  90 	  5.190 	 -0.059 
1248272279.871 	  45 	  8.573 	  0.064 
1248272279.871 	  23 	  4.319 	  0.098 
1248272279.871 	   5 	  5.312 	  0.280 
1248272279.871 	  25 	  1.307 	  0.315 
1248272280.108 	  25 	  1.289 	  0.320 
1248272280.344 	   9 	  2.523 	 -0.205 
1248272280.345 	  90 	  5.119 	 -0.068 
1248272280.345 	  23 	  4.269 	  0.105 
1248272280.345 	  25 	  1.277 	  0.320 
1248272280.496 	   9 	  2.523 	 -0.205 
1248272280.496 	  90 	  5.119 	 -0.068 
1248272280.496 	  23 	  4.269 	  0.105 
1248272280.496 	  25 	  1.277 	  0.320 
1248272280.647 	   9 	  2.523 	 -0.205 
1248272280.647 	  90 	  5.119 	 -0.068 
1248272280.647 	  23 	  4.269 	  0.105 
1248272280.647 	  25 	  1.277 	  0.320 
1248272280.945 	  14 	  4.617 	 -0.315 
1248272280.945 	   9 	  2.493 	 -0.205 
1248272280.945 	  90 	  5.119 	 -0.058 
1248272280.945 	  23 	  4.269 	  0.108 
1248272281.187 	  14 	  4.617 	 -0.310 
1248272281.187 	   9 	  2.474 	 -0.203 
1248272281.187 	  90 	  5.119 	 -0.056 
1248272281.187 	  23 	  4.243 	  0.110 
1248272281.187 	  25 	  1.227 	  0.337 
1248272281.423 	  14 	  4.553 	 -0.316 
1248272281.423 	   9 	  2.467 	 -0.209 
1248272281.423 	  90 	  5.040 	 -0.060 
1248272281.423 	  23 	  4.261 	  0.108 
1248272281.423 	  63 	  6.478 	  0.133 
1248272281.661 	  14 	  4.617 	 -0.315 
1248272281.661 	   9 	  2.440 	 -0.209 
1248272281.661 	  90 	  5.065 	 -0.060 
1248272281.661 	  23 	  4.237 	  0.109 
1248272281.661 	  63 	  6.404 	  0.138 
1248272281.661 	   5 	  5.312 	  0.263 
1248272281.661 	  25 	  1.205 	  0.340 
1248272281.899 	  14 	  4.542 	 -0.313 
1248272281.900 	   9 	  2.454 	 -0.208 
1248272281.900 	  90 	  5.040 	 -0.058 
1248272281.900 	  23 	  4.247 	  0.111 
1248272281.900 	   5 	  5.262 	  0.264 
1248272282.136 	   9 	  2.438 	 -0.208 
1248272282.136 	  90 	  5.028 	 -0.056 
1248272282.136 	  25 	  1.188 	  0.331 
1248272282.373 	  14 	  4.471 	 -0.316 
1248272282.374 	   9 	  2.403 	 -0.211 
1248272282.374 	  90 	  5.039 	 -0.059 
1248272282.374 	  23 	  4.269 	  0.116 
1248272282.374 	   5 	  5.200 	  0.261 
