# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Measurement Data Fomat:
# Time [s]    Subject #    range [m]    bearing [rad] 
1248272276.451 	  25 	  2.681 	  0.467 
1248272276.681 	  16 	  1.170 	 -0.577 
1248272276.919 	  16 	  1.224 	 -0.483 
1248272277.155 	  16 	  1.253 	 -0.407 
1248272277.394 	  16 	  1.281 	 -0.325 
1248272277.635 	  16 	  1.287 	 -0.208 
1248272277.875 	  16 	  1.292 	 -0.129 
1248272278.112 	  16 	  1.287 	 -0.022 
1248272278.351 	  16 	  1.267 	  0.057 
1248272278.590 	  16 	  1.244 	  0.140 
1248272278.830 	   5 	  1.570 	 -0.535 
1248272278.830 	  16 	  1.197 	  0.258 
1248272279.106 	  16 	  1.159 	  0.331 
1248272279.337 	  16 	  1.088 	  0.450 
1248272279.487 	   5 	  1.652 	 -0.360 
1248272279.487 	  16 	  1.088 	  0.450 
1248272279.636 	  16 	  1.088 	  0.450 
1248272279.950 	   5 	  1.665 	 -0.159 
1248272280.181 	   5 	  1.642 	 -0.097 
1248272280.410 	   5 	  1.622 	 -0.027 
1248272280.640 	   5 	  1.599 	  0.020 
1248272280.872 	   5 	  1.575 	  0.061 
1248272281.102 	   5 	  1.536 	  0.111 
1248272281.332 	   5 	  1.522 	  0.137 
1248272281.563 	   7 	  3.905 	 -0.185 
1248272281.563 	   5 	  1.493 	  0.133 
1248272281.812 	   7 	  3.905 	 -0.186 
1248272281.812 	   5 	  1.482 	  0.128 
1248272282.044 	   5 	  1.449 	  0.120 
1248272282.276 	   5 	  1.432 	  0.113 
1248272282.508 	   5 	  1.418 	  0.106 
1248272282.739 	   5 	  1.379 	  0.102 
1248272282.970 	   5 	  1.369 	  0.092 
1248272283.201 	   5 	  1.354 	  0.086 
1248272283.352 	   7 	  3.802 	 -0.180 
1248272283.352 	   5 	  1.354 	  0.086 
1248272283.637 	   7 	  3.802 	 -0.184 
1248272283.637 	   5 	  1.314 	  0.076 
1248272283.869 	   5 	  1.290 	  0.061 
1248272284.100 	   5 	  1.279 	  0.050 
1248272284.332 	   5 	  1.250 	  0.039 
1248272284.564 	   5 	  1.239 	  0.028 
1248272284.796 	   5 	  1.222 	  0.020 
1248272285.028 	   5 	  1.205 	  0.005 
1248272285.260 	   5 	  1.188 	 -0.005 
1248272285.492 	   5 	  1.171 	 -0.019 
1248272285.723 	   5 	  1.153 	 -0.032 
1248272285.953 	   5 	  1.142 	 -0.044 
1248272286.185 	   5 	  1.135 	 -0.063 
1248272286.417 	   5 	  1.111 	 -0.101 
1248272286.647 	   5 	  1.096 	 -0.151 
1248272286.878 	   5 	  1.080 	 -0.203 
1248272287.110 	   5 	  1.050 	 -0.289 
1248272287.342 	   5 	  1.029 	 -0.342 
1248272320.871 	  72 	  6.632 	  0.484 
1248272321.111 	  72 	  6.632 	  0.488 
1248272321.348 	  72 	  6.792 	  0.472 
1248272321.827 	  27 	  7.136 	  0.481 
1248272322.067 	  72 	  6.891 	  0.407 
1248272322.308 	  72 	  6.891 	  0.408 
1248272323.014 	  72 	  7.321 	  0.252 
1248272323.252 	  72 	  7.321 	  0.240 
1248272323.494 	  72 	  7.258 	  0.243 
1248272323.494 	  27 	  7.516 	  0.308 
1248272323.737 	  72 	  7.321 	  0.246 
1248272323.737 	  27 	  7.516 	  0.313 
1248272323.981 	  72 	  7.136 	  0.246 
1248272324.225 	  72 	  7.181 	  0.244 
1248272324.226 	  27 	  7.516 	  0.309 
1248272324.465 	  72 	  7.321 	  0.183 
1248272324.712 	  72 	  7.279 	  0.167 
1248272324.953 	  72 	  7.258 	  0.159 
1248272325.191 	  72 	  7.321 	  0.157 
1248272325.429 	  72 	  7.321 	  0.162 
1248272325.907 	  72 	  7.321 	  0.080 
1248272326.383 	  27 	  7.723 	  0.142 
1248272326.619 	  72 	  7.136 	  0.040 
1248272326.857 	  61 	  4.316 	  0.451 
1248272327.096 	  61 	  4.383 	  0.446 
1248272327.331 	  72 	  7.321 	 -0.017 
1248272327.805 	  61 	  4.451 	  0.374 
1248272327.805 	  70 	  5.336 	  0.460 
1248272328.044 	  61 	  4.451 	  0.370 
1248272328.282 	  72 	  7.289 	 -0.091 
1248272328.282 	  27 	  7.723 	 -0.020 
1248272328.282 	  25 	  3.043 	  0.232 
1248272328.282 	  61 	  4.383 	  0.375 
1248272328.282 	  70 	  5.374 	  0.464 
1248272328.768 	  72 	  7.136 	 -0.091 
1248272328.768 	  27 	  7.584 	 -0.018 
1248272328.768 	  25 	  3.015 	  0.233 
1248272328.768 	  61 	  4.383 	  0.377 
1248272328.768 	  70 	  5.274 	  0.461 
1248272329.286 	  25 	  2.988 	  0.236 
1248272329.286 	  70 	  5.274 	  0.458 
1248272329.522 	  61 	  4.451 	  0.338 
1248272329.755 	  61 	  4.521 	  0.235 
1248272329.991 	  61 	  4.594 	  0.164 
1248272329.991 	  70 	  5.585 	  0.256 
1248272330.227 	  61 	  4.644 	  0.153 
1248272330.461 	  61 	  4.594 	  0.138 
1248272330.461 	  41 	  5.085 	  0.248 
1248272330.697 	  61 	  4.586 	  0.140 
1248272331.163 	  25 	  2.961 	 -0.008 
1248272331.163 	  41 	  4.996 	  0.243 
1248272331.397 	  27 	  7.321 	 -0.270 
1248272331.398 	  41 	  4.996 	  0.244 
1248272331.631 	  54 	  6.480 	 -0.115 
1248272331.631 	  36 	  6.959 	  0.330 
1248272331.865 	  25 	  2.925 	 -0.090 
1248272331.865 	  41 	  5.067 	  0.161 
1248272332.100 	  70 	  5.585 	  0.145 
1248272332.100 	  41 	  5.085 	  0.156 
1248272332.335 	  61 	  4.521 	  0.048 
1248272332.566 	  61 	  4.521 	  0.043 
1248272333.048 	  27 	  6.792 	 -0.442 
1248272333.048 	  25 	  2.830 	 -0.176 
1248272333.048 	  61 	  4.451 	 -0.025 
1248272333.048 	  41 	  4.996 	  0.066 
1248272333.522 	  25 	  2.777 	 -0.219 
1248272333.523 	  61 	  4.461 	 -0.059 
1248272333.998 	  25 	  2.733 	 -0.261 
1248272333.998 	   9 	  2.641 	  0.310 
