1248272276.038 	  90 	  2.148 	  0.025
1248272276.727 	  14 	  3.387 	  0.006 
1248272277.773 	  14 	  3.309 	 -0.015 
1248272277.773 	  90 	  2.033 	  0.024 
1248272278.237 	  14 	  3.272 	 -0.023 
1248272278.969 	  90 	  1.946 	  0.040 
1248272279.453 	  14 	  3.165 	 -0.051 
1248272280.199 	  14 	  3.118 	 -0.070 
1248272280.431 	  14 	  3.098 	 -0.076 
1248272280.664 	  14 	  3.065 	 -0.080 
1248272280.664 	  90 	  1.826 	  0.043 
1248272280.844 	  14 	  3.065 	 -0.080 
1248272280.844 	  90 	  1.826 	  0.043 
1248272280.995 	  14 	  3.065 	 -0.080 
1248272280.995 	  90 	  1.826 	  0.043 
1248272281.225 	  14 	  3.011 	 -0.089 
1248272281.225 	  90 	  1.782 	  0.058 
1248272282.381 	  14 	  2.912 	 -0.121 
1248272282.381 	  90 	  1.710 	  0.039 
1248272282.839 	  90 	  1.677 	 -0.031 
1248272283.300 	  14 	  2.793 	 -0.217 
1248272283.300 	  90 	  1.645 	 -0.014 
1248272283.986 	  90 	  1.597 	 -0.050 
1248272284.671 	  90 	  1.512 	 -0.228 
1248272284.671 	  18 	  2.876 	  0.301 
1248272284.900 	  90 	  1.472 	 -0.281 
1248272284.900 	  18 	  2.897 	  0.256 
1248272285.131 	  90 	  1.435 	 -0.344 
1248272285.131 	  18 	  2.912 	  0.196 
1248272285.364 	  18 	  2.922 	  0.164 
1248272286.061 	  18 	  2.871 	  0.168 
1248272286.297 	  18 	  2.866 	  0.170 
1248272286.533 	  18 	  2.841 	  0.173 
1248272286.769 	  18 	  2.819 	  0.174 
1248272287.240 	  90 	  1.256 	 -0.447 
1248272287.240 	  18 	  2.800 	  0.177 
1248272287.711 	  18 	  2.760 	  0.177 
1248272288.181 	  18 	  2.729 	  0.178 
1248272288.889 	  18 	  2.683 	  0.180 
1248272289.361 	  18 	  2.673 	  0.175 
1248272289.593 	  18 	  2.642 	  0.184 
1248272289.825 	  18 	  2.557 	  0.276 
1248272290.057 	  18 	  2.560 	  0.269 
1248272290.289 	  18 	  2.552 	  0.272 
1248272290.522 	  18 	  2.530 	  0.272 
1248272290.753 	  18 	  2.513 	  0.293 
1248272290.981 	  18 	  2.430 	  0.373 
1248272291.444 	  18 	  2.411 	  0.415 
1248272291.675 	  18 	  2.372 	  0.417 
1248272296.544 	  81 	  3.690 	 -0.224 
1248272297.051 	  81 	  3.738 	 -0.107 
1248272297.319 	  14 	  1.814 	 -0.210 
1248272297.554 	  14 	  1.823 	 -0.124 
1248272297.555 	  81 	  3.738 	  0.035 
1248272297.788 	  14 	  1.828 	 -0.087 
1248272298.021 	  14 	  1.814 	 -0.038 
1248272298.956 	  14 	  1.761 	  0.142 
1248272299.191 	  14 	  1.731 	  0.184 
1248272299.429 	  14 	  1.691 	  0.241 
1248272299.666 	   9 	  2.926 	 -0.001 
1248272299.903 	  25 	  3.838 	 -0.309 
1248272299.903 	  14 	  1.648 	  0.303 
